date,region,region_iso,province,city,place_type,cases,deaths
2020-10-20,Antofagasta,CL-AN,,,region,20276,19261
2020-10-21,Antofagasta,CL-AN,,,region,20276,19261
2020-10-22,Antofagasta,CL-AN,,,region,20276,19261
2020-10-23,Antofagasta,CL-AN,,,region,20276,19261
2020-10-24,Antofagasta,CL-AN,,,region,21091,20269
2020-10-25,Antofagasta,CL-AN,,,region,21091,20269
2020-10-26,Antofagasta,CL-AN,,,region,21091,20269
2020-10-27,Antofagasta,CL-AN,,,region,21091,20269
2020-10-28,Antofagasta,CL-AN,,,region,21210,20418
2020-10-29,Antofagasta,CL-AN,,,region,21210,20418
2020-10-30,Antofagasta,CL-AN,,,region,21210,20418
2020-10-31,Antofagasta,CL-AN,,,region,21210,20418
2020-11-01,Antofagasta,CL-AN,,,region,21210,20418
2020-11-02,Antofagasta,CL-AN,,,region,21210,20418
2020-11-03,Antofagasta,CL-AN,,,region,21465,20666
2020-11-04,Antofagasta,CL-AN,,,region,21465,20666
2020-11-05,Antofagasta,CL-AN,,,region,21465,20666
2020-11-06,Antofagasta,CL-AN,,,region,21465,20666
2020-11-07,Antofagasta,CL-AN,,,region,21465,20666
2020-11-08,Antofagasta,CL-AN,,,region,21465,20666
2020-11-09,Antofagasta,CL-AN,,,region,21465,20666
2020-11-10,Antofagasta,CL-AN,,,region,21465,20666
2020-11-11,Antofagasta,CL-AN,,,region,21465,20666
2020-11-12,Antofagasta,CL-AN,,,region,21733,20970
2020-11-13,Antofagasta,CL-AN,,,region,21733,20970
2020-11-14,Antofagasta,CL-AN,,,region,21733,20970
2020-11-15,Antofagasta,CL-AN,,,region,21733,20970
2020-11-16,Antofagasta,CL-AN,,,region,21861,21065
2020-11-17,Antofagasta,CL-AN,,,region,21861,21065
2020-11-18,Antofagasta,CL-AN,,,region,21861,21065
2020-11-19,Antofagasta,CL-AN,,,region,21861,21065
2020-11-20,Antofagasta,CL-AN,,,region,21861,21065
2020-11-21,Antofagasta,CL-AN,,,region,21861,21065
2020-11-22,Antofagasta,CL-AN,,,region,21861,21065
2020-11-23,Antofagasta,CL-AN,,,region,21861,21065
2020-11-24,Antofagasta,CL-AN,,,region,21861,21065
2020-11-25,Antofagasta,CL-AN,,,region,21861,21065
2020-11-26,Antofagasta,CL-AN,,,region,21861,21065
2020-11-27,Antofagasta,CL-AN,,,region,22124,21366
2020-11-28,Antofagasta,CL-AN,,,region,22124,21366
2020-11-29,Antofagasta,CL-AN,,,region,22124,21366
2020-11-30,Antofagasta,CL-AN,,,region,22124,21366
2020-12-01,Antofagasta,CL-AN,,,region,22124,21366
2020-12-02,Antofagasta,CL-AN,,,region,22124,21366
2020-12-03,Antofagasta,CL-AN,,,region,22124,21366
2020-12-04,Antofagasta,CL-AN,,,region,22124,21366
2020-12-05,Antofagasta,CL-AN,,,region,22124,21366
2020-12-06,Antofagasta,CL-AN,,,region,22124,21366
2020-12-07,Antofagasta,CL-AN,,,region,22124,21366
2020-12-08,Antofagasta,CL-AN,,,region,22124,21366
2020-12-09,Antofagasta,CL-AN,,,region,22124,21366
2020-12-10,Antofagasta,CL-AN,,,region,22124,21366
2020-12-11,Antofagasta,CL-AN,,,region,22124,21366
2020-12-12,Antofagasta,CL-AN,,,region,22124,21366
2020-12-13,Antofagasta,CL-AN,,,region,22124,21366
2020-12-14,Antofagasta,CL-AN,,,region,22124,21366
2020-12-15,Antofagasta,CL-AN,,,region,22653,21783
2020-12-16,Antofagasta,CL-AN,,,region,22653,21783
2020-12-17,Antofagasta,CL-AN,,,region,22653,21783
2020-12-18,Antofagasta,CL-AN,,,region,22653,21783
2020-12-19,Antofagasta,CL-AN,,,region,22653,21783
2020-12-20,Antofagasta,CL-AN,,,region,22653,21783
2020-12-21,Antofagasta,CL-AN,,,region,22653,21783
2020-12-22,Antofagasta,CL-AN,,,region,22653,21783
2020-12-23,Antofagasta,CL-AN,,,region,22653,21783
2020-12-24,Antofagasta,CL-AN,,,region,22653,21783
2020-12-25,Antofagasta,CL-AN,,,region,22653,21783
2020-12-26,Antofagasta,CL-AN,,,region,22653,21783
2020-12-27,Antofagasta,CL-AN,,,region,22653,21783
2020-12-28,Antofagasta,CL-AN,,,region,23420,22370
2020-12-29,Antofagasta,CL-AN,,,region,23420,22370
2020-12-30,Antofagasta,CL-AN,,,region,23420,22370
2020-12-31,Antofagasta,CL-AN,,,region,23420,22370
2021-01-01,Antofagasta,CL-AN,,,region,23420,22370
2021-01-02,Antofagasta,CL-AN,,,region,23420,22370
2021-01-04,Antofagasta,CL-AN,,,region,23420,22370
2021-01-05,Antofagasta,CL-AN,,,region,23420,22370
2021-01-06,Antofagasta,CL-AN,,,region,23420,22370
