date,region,region_iso,province,city,place_type,cases,deaths
2020-05-22,Metropolitana,CL-RM,,,region,48350,423
2020-05-23,Metropolitana,CL-RM,,,region,51399,455
2020-05-24,Metropolitana,CL-RM,,,region,54544,494
2020-05-25,Metropolitana,CL-RM,,,region,58930,529
2020-05-26,Metropolitana,CL-RM,,,region,62285,567
2020-05-27,Metropolitana,CL-RM,,,region,66011,595
2020-05-28,Metropolitana,CL-RM,,,region,69915,638
2020-05-29,Metropolitana,CL-RM,,,region,72910,685
2020-05-30,Metropolitana,CL-RM,,,region,76251,728
2020-05-31,Metropolitana,CL-RM,,,region,80504,775
2020-06-01,Metropolitana,CL-RM,,,region,85239,824
2020-06-02,Metropolitana,CL-RM,,,region,88194,894
2020-06-03,Metropolitana,CL-RM,,,region,92191,961
2020-06-04,Metropolitana,CL-RM,,,region,95890,1034
2020-06-05,Metropolitana,CL-RM,,,region,99066,1105
2020-06-06,Metropolitana,CL-RM,,,region,103194,1184
2020-06-07,Metropolitana,CL-RM,,,region,108462,1273
2020-06-08,Metropolitana,CL-RM,,,region,108462,1273
2020-06-13,Metropolitana,CL-RM,,,region,134751,2681
2020-06-14,Metropolitana,CL-RM,,,region,140398,2878
2020-06-15,Metropolitana,CL-RM,,,region,140398,2878
2020-06-16,Metropolitana,CL-RM,,,region,148302,2934
2020-06-17,Metropolitana,CL-RM,,,region,180532,3114
2020-06-18,Metropolitana,CL-RM,,,region,180532,3114
2020-06-19,Metropolitana,CL-RM,,,region,29253,8124
2020-06-20,Metropolitana,CL-RM,,,region,29253,8124
2020-06-21,Metropolitana,CL-RM,,,region,30283,8061
2020-06-22,Metropolitana,CL-RM,,,region,30283,8061
2020-06-23,Metropolitana,CL-RM,,,region,30977,8010
2020-06-24,Metropolitana,CL-RM,,,region,200861,3895
2020-06-25,Metropolitana,CL-RM,,,region,206246,4206
2020-06-26,Metropolitana,CL-RM,,,region,208862,4342
2020-06-28,Metropolitana,CL-RM,,,region,211819,4584
2020-06-29,Metropolitana,CL-RM,,,region,214388,4711
2020-06-30,Metropolitana,CL-RM,,,region,216896,4777
2020-07-01,Metropolitana,CL-RM,,,region,216896,4777
2020-07-02,Metropolitana,CL-RM,,,region,220467,4954
2020-07-03,Metropolitana,CL-RM,,,region,221820,5055
2020-07-04,Metropolitana,CL-RM,,,region,226128,5251
2020-07-05,Metropolitana,CL-RM,,,region,228208,5328
2020-07-06,Metropolitana,CL-RM,,,region,228208,5328
2020-07-07,Metropolitana,CL-RM,,,region,231171,5451
2020-07-08,Metropolitana,CL-RM,,,region,231171,5451
2020-07-09,Metropolitana,CL-RM,,,region,232158,5533
2020-07-10,Metropolitana,CL-RM,,,region,233845,5610
2020-07-11,Metropolitana,CL-RM,,,region,235370,5673
2020-07-12,Metropolitana,CL-RM,,,region,238360,5814
2020-07-13,Metropolitana,CL-RM,,,region,239791,5858
2020-07-14,Metropolitana,CL-RM,,,region,239791,5858
2020-07-15,Metropolitana,CL-RM,,,region,239791,5858
2020-07-16,Metropolitana,CL-RM,,,region,239791,5858
2020-07-17,Metropolitana,CL-RM,,,region,239791,5858
2020-07-18,Metropolitana,CL-RM,,,region,239791,5858
2020-07-19,Metropolitana,CL-RM,,,region,239791,5858
2020-07-20,Metropolitana,CL-RM,,,region,239791,5858
2020-07-21,Metropolitana,CL-RM,,,region,239791,5858
2020-07-22,Metropolitana,CL-RM,,,region,239791,5858
2020-07-23,Metropolitana,CL-RM,,,region,239791,5858
2020-07-24,Metropolitana,CL-RM,,,region,239791,5858
2020-07-25,Metropolitana,CL-RM,,,region,239791,5858
2020-07-26,Metropolitana,CL-RM,,,region,251317,7303
2020-07-27,Metropolitana,CL-RM,,,region,239791,5858
2020-07-28,Metropolitana,CL-RM,,,region,239791,5858
2020-07-29,Metropolitana,CL-RM,,,region,239791,5858
2020-07-30,Metropolitana,CL-RM,,,region,239791,5858
2020-07-31,Metropolitana,CL-RM,,,region,239791,5858
2020-08-01,Metropolitana,CL-RM,,,region,244073,7554
2020-08-02,Metropolitana,CL-RM,,,region,245983,7554
2020-08-03,Metropolitana,CL-RM,,,region,249355,7554
2020-08-04,Metropolitana,CL-RM,,,region,253028,7554
2020-08-05,Metropolitana,CL-RM,,,region,258579,7735
2020-08-06,Metropolitana,CL-RM,,,region,258579,7735
2020-08-07,Metropolitana,CL-RM,,,region,258579,7735
2020-08-08,Metropolitana,CL-RM,,,region,260657,7847
2020-08-09,Metropolitana,CL-RM,,,region,260657,7847
2020-08-10,Metropolitana,CL-RM,,,region,260657,7847
2020-08-11,Metropolitana,CL-RM,,,region,260657,7847
2020-08-12,Metropolitana,CL-RM,,,region,260657,7847
2020-08-13,Metropolitana,CL-RM,,,region,260657,7847
2020-08-14,Metropolitana,CL-RM,,,region,260657,7847
2020-08-15,Metropolitana,CL-RM,,,region,260657,7847
2020-08-16,Metropolitana,CL-RM,,,region,260657,7847
2020-08-17,Metropolitana,CL-RM,,,region,260657,7847
2020-08-18,Metropolitana,CL-RM,,,region,260657,7847
2020-08-19,Metropolitana,CL-RM,,,region,260657,7847
2020-08-20,Metropolitana,CL-RM,,,region,260657,7847
2020-08-21,Metropolitana,CL-RM,,,region,260657,7847
2020-08-22,Metropolitana,CL-RM,,,region,260657,7847
2020-08-23,Metropolitana,CL-RM,,,region,260657,7847
2020-08-24,Metropolitana,CL-RM,,,region,260657,7847
2020-08-25,Metropolitana,CL-RM,,,region,260657,7847
2020-08-26,Metropolitana,CL-RM,,,region,260657,7847
2020-08-27,Metropolitana,CL-RM,,,region,260657,7847
2020-08-28,Metropolitana,CL-RM,,,region,260657,7847
2020-08-29,Metropolitana,CL-RM,,,region,260657,7847
2020-08-30,Metropolitana,CL-RM,,,region,260657,7847
2020-08-31,Metropolitana,CL-RM,,,region,260657,7847
2020-09-01,Metropolitana,CL-RM,,,region,260657,7847
2020-09-02,Metropolitana,CL-RM,,,region,260657,7847
2020-09-21,Metropolitana,CL-RM,,,region,276900,263367
2020-09-22,Metropolitana,CL-RM,,,region,276900,263367
2020-09-23,Metropolitana,CL-RM,,,region,283748,271509
2020-09-24,Metropolitana,CL-RM,,,region,283748,271509
2020-09-25,Metropolitana,CL-RM,,,region,283748,271509
2020-09-26,Metropolitana,CL-RM,,,region,283748,271509
2020-09-27,Metropolitana,CL-RM,,,region,285508,272952
2020-09-28,Metropolitana,CL-RM,,,region,285508,272952
2020-09-29,Metropolitana,CL-RM,,,region,285508,272952
2020-09-30,Metropolitana,CL-RM,,,region,285508,272952
2020-10-01,Metropolitana,CL-RM,,,region,285508,272952
2020-10-02,Metropolitana,CL-RM,,,region,285508,272952
2020-10-03,Metropolitana,CL-RM,,,region,285508,272952
2020-10-04,Metropolitana,CL-RM,,,region,285508,272952
2020-10-05,Metropolitana,CL-RM,,,region,288508,275683
2020-10-06,Metropolitana,CL-RM,,,region,288872,276112
2020-10-07,Metropolitana,CL-RM,,,region,288872,276112
2020-10-08,Metropolitana,CL-RM,,,region,288872,276112
2020-10-09,Metropolitana,CL-RM,,,region,288872,276112
2020-10-10,Metropolitana,CL-RM,,,region,288872,276112
2020-10-11,Metropolitana,CL-RM,,,region,288872,276112
2020-10-12,Metropolitana,CL-RM,,,region,288872,276112
2020-10-13,Metropolitana,CL-RM,,,region,288872,276112
2020-10-14,Metropolitana,CL-RM,,,region,288872,276112
2020-10-15,Metropolitana,CL-RM,,,region,288872,276112
