date,region,region_iso,province,city,place_type,cases,deaths
2020-05-31,Magallanes,CL-MA,,,region,1056,19
2020-06-01,Magallanes,CL-MA,,,region,1056,19
2020-06-02,Magallanes,CL-MA,,,region,1060,19
2020-06-03,Magallanes,CL-MA,,,region,1063,19
2020-06-04,Magallanes,CL-MA,,,region,1069,19
2020-06-05,Magallanes,CL-MA,,,region,1072,19
2020-06-06,Magallanes,CL-MA,,,region,1081,19
2020-06-07,Magallanes,CL-MA,,,region,1082,19
2020-06-08,Magallanes,CL-MA,,,region,1082,19
2020-06-09,Magallanes,CL-MA,,,region,1088,15
2020-06-10,Magallanes,CL-MA,,,region,1089,15
2020-06-11,Magallanes,CL-MA,,,region,1102,15
2020-06-12,Magallanes,CL-MA,,,region,1102,15
2020-06-13,Magallanes,CL-MA,,,region,1123,15
2020-06-14,Magallanes,CL-MA,,,region,1153,15
2020-06-15,Magallanes,CL-MA,,,region,1153,15
2020-06-16,Magallanes,CL-MA,,,region,1210,15
2020-06-17,Magallanes,CL-MA,,,region,1284,15
2020-06-18,Magallanes,CL-MA,,,region,1284,15
2020-06-19,Magallanes,CL-MA,,,region,88,056
2020-06-20,Magallanes,CL-MA,,,region,88,056
2020-06-21,Magallanes,CL-MA,,,region,89,055
2020-06-22,Magallanes,CL-MA,,,region,89,055
2020-06-23,Magallanes,CL-MA,,,region,89,054
2020-06-24,Magallanes,CL-MA,,,region,1363,15
2020-06-25,Magallanes,CL-MA,,,region,1385,15
2020-06-26,Magallanes,CL-MA,,,region,1397,15
2020-06-28,Magallanes,CL-MA,,,region,1423,15
2020-06-29,Magallanes,CL-MA,,,region,1435,15
2020-06-30,Magallanes,CL-MA,,,region,1440,15
2020-07-01,Magallanes,CL-MA,,,region,1440,15
2020-07-02,Magallanes,CL-MA,,,region,1461,15
2020-07-03,Magallanes,CL-MA,,,region,1465,15
2020-07-04,Magallanes,CL-MA,,,region,1479,15
2020-07-05,Magallanes,CL-MA,,,region,1486,15
2020-07-06,Magallanes,CL-MA,,,region,1486,15
2020-07-07,Magallanes,CL-MA,,,region,1504,15
2020-07-08,Magallanes,CL-MA,,,region,1504,15
2020-07-09,Magallanes,CL-MA,,,region,1507,17
2020-07-10,Magallanes,CL-MA,,,region,1520,17
2020-07-11,Magallanes,CL-MA,,,region,1533,17
2020-07-12,Magallanes,CL-MA,,,region,1555,17
2020-07-13,Magallanes,CL-MA,,,region,1563,17
2020-07-14,Magallanes,CL-MA,,,region,1563,17
2020-07-15,Magallanes,CL-MA,,,region,1563,17
2020-07-16,Magallanes,CL-MA,,,region,1563,17
2020-07-17,Magallanes,CL-MA,,,region,1563,17
2020-07-18,Magallanes,CL-MA,,,region,1563,17
2020-07-19,Magallanes,CL-MA,,,region,1563,17
2020-07-20,Magallanes,CL-MA,,,region,1563,17
2020-07-21,Magallanes,CL-MA,,,region,1563,17
2020-07-22,Magallanes,CL-MA,,,region,1563,17
2020-07-23,Magallanes,CL-MA,,,region,1563,17
2020-07-24,Magallanes,CL-MA,,,region,1563,17
2020-07-25,Magallanes,CL-MA,,,region,1563,17
2020-07-26,Magallanes,CL-MA,,,region,1634,28
2020-07-27,Magallanes,CL-MA,,,region,1563,17
2020-07-28,Magallanes,CL-MA,,,region,1563,17
2020-07-29,Magallanes,CL-MA,,,region,1563,17
2020-07-30,Magallanes,CL-MA,,,region,1563,17
2020-07-31,Magallanes,CL-MA,,,region,1563,17
2020-08-01,Magallanes,CL-MA,,,region,1592,28
2020-08-02,Magallanes,CL-MA,,,region,1606,28
2020-08-03,Magallanes,CL-MA,,,region,1627,28
2020-08-04,Magallanes,CL-MA,,,region,1657,28
2020-08-05,Magallanes,CL-MA,,,region,1865,29
2020-08-06,Magallanes,CL-MA,,,region,1865,29
2020-08-07,Magallanes,CL-MA,,,region,1865,29
2020-08-08,Magallanes,CL-MA,,,region,1942,30
2020-08-09,Magallanes,CL-MA,,,region,1942,30
2020-08-10,Magallanes,CL-MA,,,region,1942,30
2020-08-11,Magallanes,CL-MA,,,region,1942,30
2020-08-12,Magallanes,CL-MA,,,region,1942,30
2020-08-13,Magallanes,CL-MA,,,region,1942,30
2020-08-14,Magallanes,CL-MA,,,region,1942,30
2020-08-15,Magallanes,CL-MA,,,region,1942,30
2020-08-16,Magallanes,CL-MA,,,region,1942,30
2020-08-17,Magallanes,CL-MA,,,region,1942,30
2020-08-18,Magallanes,CL-MA,,,region,1942,30
2020-08-19,Magallanes,CL-MA,,,region,1942,30
2020-08-20,Magallanes,CL-MA,,,region,1942,30
2020-08-21,Magallanes,CL-MA,,,region,1942,30
2020-08-22,Magallanes,CL-MA,,,region,1942,30
2020-08-23,Magallanes,CL-MA,,,region,1942,30
2020-08-24,Magallanes,CL-MA,,,region,1942,30
2020-08-25,Magallanes,CL-MA,,,region,1942,30
2020-08-26,Magallanes,CL-MA,,,region,1942,30
2020-08-27,Magallanes,CL-MA,,,region,1942,30
2020-08-28,Magallanes,CL-MA,,,region,1942,30
2020-08-29,Magallanes,CL-MA,,,region,1942,30
2020-08-30,Magallanes,CL-MA,,,region,1942,30
2020-08-31,Magallanes,CL-MA,,,region,1942,30
2020-09-01,Magallanes,CL-MA,,,region,1942,30
2020-09-02,Magallanes,CL-MA,,,region,3775,40
2020-09-03,Magallanes,CL-MA,,,region,3775,40
2020-09-04,Magallanes,CL-MA,,,region,3775,40
2020-09-05,Magallanes,CL-MA,,,region,3775,40
2020-09-06,Magallanes,CL-MA,,,region,3775,40
2020-09-07,Magallanes,CL-MA,,,region,4345,45
2020-09-08,Magallanes,CL-MA,,,region,4345,45
2020-09-09,Magallanes,CL-MA,,,region,4345,45
2020-09-10,Magallanes,CL-MA,,,region,4345,45
2020-09-11,Magallanes,CL-MA,,,region,4345,45
2020-09-12,Magallanes,CL-MA,,,region,4345,45
2020-09-16,Magallanes,CL-MA,,,region,4345,45
2020-09-17,Magallanes,CL-MA,,,region,5770,55
2020-09-18,Magallanes,CL-MA,,,region,5770,55
2020-09-19,Magallanes,CL-MA,,,region,5770,55
2020-09-20,Magallanes,CL-MA,,,region,5770,55
2020-09-21,Magallanes,CL-MA,,,region,4345,3093
2020-09-22,Magallanes,CL-MA,,,region,4345,3093
2020-09-23,Magallanes,CL-MA,,,region,6990,5627
2020-09-24,Magallanes,CL-MA,,,region,6990,5627
2020-09-25,Magallanes,CL-MA,,,region,6990,5627
2020-09-26,Magallanes,CL-MA,,,region,6990,5627
2020-09-27,Magallanes,CL-MA,,,region,7852,6364
2020-09-28,Magallanes,CL-MA,,,region,7852,6364
2020-09-29,Magallanes,CL-MA,,,region,7852,6364
2020-09-30,Magallanes,CL-MA,,,region,7852,6364
2020-10-01,Magallanes,CL-MA,,,region,7852,6364
2020-10-02,Magallanes,CL-MA,,,region,7852,6364
2020-10-03,Magallanes,CL-MA,,,region,7852,6364
2020-10-04,Magallanes,CL-MA,,,region,7852,6364
2020-10-05,Magallanes,CL-MA,,,region,9422,7762
2020-10-06,Magallanes,CL-MA,,,region,9746,8050
2020-10-07,Magallanes,CL-MA,,,region,9746,8050
2020-10-08,Magallanes,CL-MA,,,region,9746,8050
2020-10-09,Magallanes,CL-MA,,,region,9746,8050
2020-10-10,Magallanes,CL-MA,,,region,9746,8050
2020-10-11,Magallanes,CL-MA,,,region,9746,8050
2020-10-12,Magallanes,CL-MA,,,region,9746,8050
2020-10-13,Magallanes,CL-MA,,,region,9746,8050
2020-10-14,Magallanes,CL-MA,,,region,9746,8050
2020-10-15,Magallanes,CL-MA,,,region,9746,8050
2020-10-16,Magallanes,CL-MA,,,region,9746,8050
2020-10-17,Magallanes,CL-MA,,,region,9746,8050
2020-10-18,Magallanes,CL-MA,,,region,9746,8050
2020-10-19,Magallanes,CL-MA,,,region,9746,8050
2020-10-20,Magallanes,CL-MA,,,region,9746,8050
2020-10-21,Magallanes,CL-MA,,,region,9746,8050
2020-10-22,Magallanes,CL-MA,,,region,9746,8050
2020-10-23,Magallanes,CL-MA,,,region,9746,8050
2020-10-24,Magallanes,CL-MA,,,region,11771,11179
2020-10-25,Magallanes,CL-MA,,,region,11771,11179
2020-10-26,Magallanes,CL-MA,,,region,11771,11179
2020-10-27,Magallanes,CL-MA,,,region,11771,11179
2020-10-28,Magallanes,CL-MA,,,region,11968,11405
2020-10-29,Magallanes,CL-MA,,,region,11968,11405
2020-10-30,Magallanes,CL-MA,,,region,11968,11405
2020-10-31,Magallanes,CL-MA,,,region,11968,11405
2020-11-01,Magallanes,CL-MA,,,region,11968,11405
2020-11-02,Magallanes,CL-MA,,,region,11968,11405
2020-11-03,Magallanes,CL-MA,,,region,12498,11905
2020-11-04,Magallanes,CL-MA,,,region,12498,11905
2020-11-05,Magallanes,CL-MA,,,region,12498,11905
2020-11-06,Magallanes,CL-MA,,,region,12498,11905
2020-11-07,Magallanes,CL-MA,,,region,12498,11905
2020-11-08,Magallanes,CL-MA,,,region,12498,11905
2020-11-09,Magallanes,CL-MA,,,region,12498,11905
2020-11-10,Magallanes,CL-MA,,,region,12498,11905
2020-11-11,Magallanes,CL-MA,,,region,12498,11905
2020-11-12,Magallanes,CL-MA,,,region,13127,12581
2020-11-13,Magallanes,CL-MA,,,region,13127,12581
2020-11-14,Magallanes,CL-MA,,,region,13127,12581
2020-11-15,Magallanes,CL-MA,,,region,13127,12581
2020-11-16,Magallanes,CL-MA,,,region,13355,12772
2020-11-17,Magallanes,CL-MA,,,region,13355,12772
2020-11-18,Magallanes,CL-MA,,,region,13355,12772
2020-11-19,Magallanes,CL-MA,,,region,13355,12772
2020-11-20,Magallanes,CL-MA,,,region,13355,12772
2020-11-21,Magallanes,CL-MA,,,region,13355,12772
2020-11-22,Magallanes,CL-MA,,,region,13355,12772
2020-11-23,Magallanes,CL-MA,,,region,13355,12772
2020-11-24,Magallanes,CL-MA,,,region,13355,12772
2020-11-25,Magallanes,CL-MA,,,region,13355,12772
2020-11-26,Magallanes,CL-MA,,,region,13355,12772
2020-11-27,Magallanes,CL-MA,,,region,14205,13498
2020-11-28,Magallanes,CL-MA,,,region,14205,13498
2020-11-29,Magallanes,CL-MA,,,region,14205,13498
2020-11-30,Magallanes,CL-MA,,,region,14205,13498
2020-12-01,Magallanes,CL-MA,,,region,14205,13498
2020-12-02,Magallanes,CL-MA,,,region,14205,13498
2020-12-03,Magallanes,CL-MA,,,region,14205,13498
2020-12-04,Magallanes,CL-MA,,,region,14205,13498
2020-12-05,Magallanes,CL-MA,,,region,14205,13498
2020-12-06,Magallanes,CL-MA,,,region,14205,13498
2020-12-07,Magallanes,CL-MA,,,region,14205,13498
2020-12-08,Magallanes,CL-MA,,,region,14205,13498
2020-12-09,Magallanes,CL-MA,,,region,14205,13498
2020-12-10,Magallanes,CL-MA,,,region,14205,13498
2020-12-11,Magallanes,CL-MA,,,region,14205,13498
2020-12-12,Magallanes,CL-MA,,,region,14205,13498
2020-12-13,Magallanes,CL-MA,,,region,14205,13498
2020-12-14,Magallanes,CL-MA,,,region,14205,13498
2020-12-15,Magallanes,CL-MA,,,region,15620,14833
2020-12-16,Magallanes,CL-MA,,,region,15620,14833
2020-12-17,Magallanes,CL-MA,,,region,15620,14833
2020-12-18,Magallanes,CL-MA,,,region,15620,14833
2020-12-19,Magallanes,CL-MA,,,region,15620,14833
2020-12-20,Magallanes,CL-MA,,,region,15620,14833
2020-12-21,Magallanes,CL-MA,,,region,15620,14833
2020-12-22,Magallanes,CL-MA,,,region,15620,14833
2020-12-23,Magallanes,CL-MA,,,region,15620,14833
2020-12-24,Magallanes,CL-MA,,,region,15620,14833
2020-12-25,Magallanes,CL-MA,,,region,15620,14833
2020-12-26,Magallanes,CL-MA,,,region,15620,14833
2020-12-27,Magallanes,CL-MA,,,region,15620,14833
2020-12-28,Magallanes,CL-MA,,,region,16558,15883
2020-12-29,Magallanes,CL-MA,,,region,16558,15883
2020-12-30,Magallanes,CL-MA,,,region,16558,15883
2020-12-31,Magallanes,CL-MA,,,region,16558,15883
2021-01-01,Magallanes,CL-MA,,,region,16558,15883
2021-01-02,Magallanes,CL-MA,,,region,16558,15883
2021-01-04,Magallanes,CL-MA,,,region,16558,15883
2021-01-05,Magallanes,CL-MA,,,region,16558,15883
2021-01-06,Magallanes,CL-MA,,,region,16558,15883
2021-01-07,Magallanes,CL-MA,,,region,16558,15883
2021-01-08,Magallanes,CL-MA,,,region,16558,15883
2021-01-09,Magallanes,CL-MA,,,region,16558,15883
2021-01-10,Magallanes,CL-MA,,,region,16558,15883
