date,iso,region,city,place_type,cases,deaths
2020-09-23,PE-APU,Apurímac,,departamento,3958,77
2020-09-24,PE-APU,Apurímac,,departamento,4492,87
2020-10-01,PE-APU,Apurímac,,departamento,4756,91
2020-10-02,PE-APU,Apurímac,,departamento,4756,91
2020-10-03,PE-APU,Apurímac,,departamento,4756,1104
2020-10-04,PE-APU,Apurímac,,departamento,4756,1104
2020-10-05,PE-APU,Apurímac,,departamento,4756,1104
2020-10-06,PE-APU,Apurímac,,departamento,4919,1142
2020-10-07,PE-APU,Apurímac,,departamento,4919,1142
2020-10-08,PE-APU,Apurímac,,departamento,4919,1142
2020-10-09,PE-APU,Apurímac,,departamento,4975,1155
2020-10-10,PE-APU,Apurímac,,departamento,4975,1155
2020-10-11,PE-APU,Apurímac,,departamento,4975,1155
2020-10-12,PE-APU,Apurímac,,departamento,5084,1180
2020-10-13,PE-APU,Apurímac,,departamento,5084,1180
2020-10-14,PE-APU,Apurímac,,departamento,5084,1180
2020-10-15,PE-APU,Apurímac,,departamento,5084,1180
2020-10-16,PE-APU,Apurímac,,departamento,5241,1217
2020-10-17,PE-APU,Apurímac,,departamento,5241,1217
2020-10-18,PE-APU,Apurímac,,departamento,5330,1237
2020-10-19,PE-APU,Apurímac,,departamento,5330,1237
2020-10-20,PE-APU,Apurímac,,departamento,5330,1237
2020-10-21,PE-APU,Apurímac,,departamento,5330,1237
2020-10-22,PE-APU,Apurímac,,departamento,5330,1237
2020-10-23,PE-APU,Apurímac,,departamento,5330,1237
2020-10-24,PE-APU,Apurímac,,departamento,5330,1237
2020-10-25,PE-APU,Apurímac,,departamento,5330,1237
2020-10-26,PE-APU,Apurímac,,departamento,5330,1237
2020-10-27,PE-APU,Apurímac,,departamento,5330,1237
2020-10-28,PE-APU,Apurímac,,departamento,5330,1237
2020-10-29,PE-APU,Apurímac,,departamento,5330,1237
2020-10-30,PE-APU,Apurímac,,departamento,5330,1237
2020-10-31,PE-APU,Apurímac,,departamento,5772,1340
2020-11-01,PE-APU,Apurímac,,departamento,5772,1340
2020-11-02,PE-APU,Apurímac,,departamento,5772,1340
2020-11-03,PE-APU,Apurímac,,departamento,5772,1340
2020-11-04,PE-APU,Apurímac,,departamento,5772,1340
2020-11-05,PE-APU,Apurímac,,departamento,5772,1340
2020-11-06,PE-APU,Apurímac,,departamento,5772,1340
2020-11-07,PE-APU,Apurímac,,departamento,5772,1340
2020-11-08,PE-APU,Apurímac,,departamento,5772,1340
2020-11-09,PE-APU,Apurímac,,departamento,5772,1340
2020-11-10,PE-APU,Apurímac,,departamento,5772,1340
2020-11-11,PE-APU,Apurímac,,departamento,5772,1340
2020-11-12,PE-APU,Apurímac,,departamento,5772,1340
2020-11-13,PE-APU,Apurímac,,departamento,5772,1340
2020-11-14,PE-APU,Apurímac,,departamento,5772,1340
2020-11-15,PE-APU,Apurímac,,departamento,5772,1340
2020-11-16,PE-APU,Apurímac,,departamento,5772,1340
2020-11-17,PE-APU,Apurímac,,departamento,5772,1340
2020-11-18,PE-APU,Apurímac,,departamento,5772,1340
2020-11-19,PE-APU,Apurímac,,departamento,5772,1340
2020-11-20,PE-APU,Apurímac,,departamento,5772,1340
2020-11-21,PE-APU,Apurímac,,departamento,5772,1340
2020-11-22,PE-APU,Apurímac,,departamento,5772,1340
2020-11-23,PE-APU,Apurímac,,departamento,5772,1340
2020-11-24,PE-APU,Apurímac,,departamento,5772,1340
2020-11-25,PE-APU,Apurímac,,departamento,5772,1340
2020-11-26,PE-APU,Apurímac,,departamento,5772,1340
2020-11-27,PE-APU,Apurímac,,departamento,5772,1340
2020-11-28,PE-APU,Apurímac,,departamento,5772,1340
2020-11-29,PE-APU,Apurímac,,departamento,5772,1340
2020-11-30,PE-APU,Apurímac,,departamento,5772,1340
2020-12-01,PE-APU,Apurímac,,departamento,5772,1340
2020-12-02,PE-APU,Apurímac,,departamento,5772,1340
2020-12-03,PE-APU,Apurímac,,departamento,5772,1340
2020-12-04,PE-APU,Apurímac,,departamento,5772,1340
2020-12-05,PE-APU,Apurímac,,departamento,5772,1340
2020-12-06,PE-APU,Apurímac,,departamento,5772,1340
2020-12-07,PE-APU,Apurímac,,departamento,5772,1340
2020-12-08,PE-APU,Apurímac,,departamento,6743,1565
2020-12-09,PE-APU,Apurímac,,departamento,6743,1565
2020-12-10,PE-APU,Apurímac,,departamento,6743,1565
2020-12-11,PE-APU,Apurímac,,departamento,6743,1565
2020-12-12,PE-APU,Apurímac,,departamento,6743,1565
2020-12-13,PE-APU,Apurímac,,departamento,6743,1565
2020-12-14,PE-APU,Apurímac,,departamento,6743,1565
2020-12-15,PE-APU,Apurímac,,departamento,6743,1565
2020-12-16,PE-APU,Apurímac,,departamento,6743,1565
2020-12-17,PE-APU,Apurímac,,departamento,6743,1565
2020-12-18,PE-APU,Apurímac,,departamento,6743,1565
2020-12-19,PE-APU,Apurímac,,departamento,6743,1565
2020-12-20,PE-APU,Apurímac,,departamento,6743,1565
2020-12-21,PE-APU,Apurímac,,departamento,6743,1565
2020-12-22,PE-APU,Apurímac,,departamento,6743,1565
2020-12-23,PE-APU,Apurímac,,departamento,6743,1565
2020-12-24,PE-APU,Apurímac,,departamento,6743,1565
2020-12-25,PE-APU,Apurímac,,departamento,6743,1565
2020-12-26,PE-APU,Apurímac,,departamento,7340,1704
2020-12-27,PE-APU,Apurímac,,departamento,7340,1704
2020-12-28,PE-APU,Apurímac,,departamento,7340,1704
2020-12-29,PE-APU,Apurímac,,departamento,7340,1704
