date,country,region,place_type,geo_code,cases,deaths
2020-03-15,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-14,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-13,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-12,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-11,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-10,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-09,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-08,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-07,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-06,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-05,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-04,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-03,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-02,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-03-01,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-02-29,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-02-28,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-02-27,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-02-26,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-02-25,Scotland,Dumfries and Gallow,health_board,S08000017,0,
2020-04-04,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,3,
2020-04-03,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,3,
2020-04-02,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,3,
2020-04-01,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,3,
2020-03-31,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-30,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-29,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-28,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-27,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-26,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-25,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-24,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-23,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-22,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-21,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-20,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-19,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-18,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-17,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-16,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-15,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-14,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-13,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-12,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-11,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-10,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-09,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-08,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-07,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-06,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-05,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-04,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-03,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-02,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-03-01,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-02-29,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-02-28,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-02-27,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-02-26,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-02-25,Scotland,Eileanan Siar (Western Isles),health_board,S08000028,0,
2020-04-04,Scotland,Fife,health_board,S08000029,173,
2020-04-03,Scotland,Fife,health_board,S08000029,147,
2020-04-02,Scotland,Fife,health_board,S08000029,119,
2020-04-01,Scotland,Fife,health_board,S08000029,96,
2020-03-31,Scotland,Fife,health_board,S08000029,76,
2020-03-30,Scotland,Fife,health_board,S08000029,70,
2020-03-29,Scotland,Fife,health_board,S08000029,58,
2020-03-28,Scotland,Fife,health_board,S08000029,51,
2020-03-27,Scotland,Fife,health_board,S08000029,41,
2020-03-26,Scotland,Fife,health_board,S08000029,40,
2020-03-25,Scotland,Fife,health_board,S08000029,29,
2020-03-24,Scotland,Fife,health_board,S08000029,25,
2020-03-23,Scotland,Fife,health_board,S08000029,19,
2020-03-22,Scotland,Fife,health_board,S08000029,16,
2020-03-21,Scotland,Fife,health_board,S08000029,13,
2020-03-20,Scotland,Fife,health_board,S08000029,12,
2020-03-19,Scotland,Fife,health_board,S08000029,9,
2020-03-18,Scotland,Fife,health_board,S08000029,8,
2020-03-17,Scotland,Fife,health_board,S08000029,7,
2020-03-16,Scotland,Fife,health_board,S08000029,7,
2020-03-15,Scotland,Fife,health_board,S08000029,7,
2020-03-14,Scotland,Fife,health_board,S08000029,6,
2020-03-13,Scotland,Fife,health_board,S08000029,4,
2020-03-12,Scotland,Fife,health_board,S08000029,3,
2020-03-11,Scotland,Fife,health_board,S08000029,2,
2020-03-10,Scotland,Fife,health_board,S08000029,2,
2020-03-09,Scotland,Fife,health_board,S08000029,2,
2020-03-08,Scotland,Fife,health_board,S08000029,2,
2020-03-07,Scotland,Fife,health_board,S08000029,2,
2020-03-06,Scotland,Fife,health_board,S08000029,2,
2020-03-05,Scotland,Fife,health_board,S08000029,0,
2020-03-04,Scotland,Fife,health_board,S08000029,0,
2020-03-03,Scotland,Fife,health_board,S08000029,0,
2020-03-02,Scotland,Fife,health_board,S08000029,0,
2020-03-01,Scotland,Fife,health_board,S08000029,0,
2020-02-29,Scotland,Fife,health_board,S08000029,0,
2020-02-28,Scotland,Fife,health_board,S08000029,0,
2020-02-27,Scotland,Fife,health_board,S08000029,0,
2020-02-26,Scotland,Fife,health_board,S08000029,0,
2020-02-25,Scotland,Fife,health_board,S08000029,0,
2020-04-04,Scotland,Forth Valley,health_board,S08000019,208,
2020-04-03,Scotland,Forth Valley,health_board,S08000019,189,
2020-04-02,Scotland,Forth Valley,health_board,S08000019,172,
2020-04-01,Scotland,Forth Valley,health_board,S08000019,146,
2020-03-31,Scotland,Forth Valley,health_board,S08000019,131,
2020-03-30,Scotland,Forth Valley,health_board,S08000019,103,
2020-03-29,Scotland,Forth Valley,health_board,S08000019,94,
2020-03-28,Scotland,Forth Valley,health_board,S08000019,95,
2020-03-27,Scotland,Forth Valley,health_board,S08000019,81,
2020-03-26,Scotland,Forth Valley,health_board,S08000019,75,
2020-03-25,Scotland,Forth Valley,health_board,S08000019,59,
2020-03-24,Scotland,Forth Valley,health_board,S08000019,43,
2020-03-23,Scotland,Forth Valley,health_board,S08000019,40,
2020-03-22,Scotland,Forth Valley,health_board,S08000019,30,
2020-03-21,Scotland,Forth Valley,health_board,S08000019,27,
2020-03-20,Scotland,Forth Valley,health_board,S08000019,23,
2020-03-19,Scotland,Forth Valley,health_board,S08000019,17,
2020-03-18,Scotland,Forth Valley,health_board,S08000019,15,
2020-03-17,Scotland,Forth Valley,health_board,S08000019,12,
2020-03-16,Scotland,Forth Valley,health_board,S08000019,10,
2020-03-15,Scotland,Forth Valley,health_board,S08000019,10,
2020-03-14,Scotland,Forth Valley,health_board,S08000019,6,
2020-03-13,Scotland,Forth Valley,health_board,S08000019,6,
2020-03-12,Scotland,Forth Valley,health_board,S08000019,6,
2020-03-11,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-10,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-09,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-08,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-07,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-06,Scotland,Forth Valley,health_board,S08000019,2,
2020-03-05,Scotland,Forth Valley,health_board,S08000019,1,
2020-03-04,Scotland,Forth Valley,health_board,S08000019,0,
2020-03-03,Scotland,Forth Valley,health_board,S08000019,0,
2020-03-02,Scotland,Forth Valley,health_board,S08000019,0,
2020-03-01,Scotland,Forth Valley,health_board,S08000019,0,
2020-02-29,Scotland,Forth Valley,health_board,S08000019,0,
2020-02-28,Scotland,Forth Valley,health_board,S08000019,0,
2020-02-27,Scotland,Forth Valley,health_board,S08000019,0,
2020-02-26,Scotland,Forth Valley,health_board,S08000019,0,
2020-02-25,Scotland,Forth Valley,health_board,S08000019,0,
2020-04-04,Scotland,Grampian,health_board,S08000020,177,
2020-04-03,Scotland,Grampian,health_board,S08000020,173,
2020-04-02,Scotland,Grampian,health_board,S08000020,128,
2020-04-01,Scotland,Grampian,health_board,S08000020,108,
2020-03-31,Scotland,Grampian,health_board,S08000020,86,
2020-03-30,Scotland,Grampian,health_board,S08000020,66,
2020-03-29,Scotland,Grampian,health_board,S08000020,62,
2020-03-28,Scotland,Grampian,health_board,S08000020,52,
2020-03-27,Scotland,Grampian,health_board,S08000020,45,
2020-03-26,Scotland,Grampian,health_board,S08000020,31,
2020-03-25,Scotland,Grampian,health_board,S08000020,29,
2020-03-24,Scotland,Grampian,health_board,S08000020,24,
2020-03-23,Scotland,Grampian,health_board,S08000020,24,
2020-03-22,Scotland,Grampian,health_board,S08000020,23,
2020-03-21,Scotland,Grampian,health_board,S08000020,20,
2020-03-20,Scotland,Grampian,health_board,S08000020,19,
2020-03-19,Scotland,Grampian,health_board,S08000020,18,
2020-03-18,Scotland,Grampian,health_board,S08000020,24,
2020-03-17,Scotland,Grampian,health_board,S08000020,26,
2020-03-16,Scotland,Grampian,health_board,S08000020,12,
2020-03-15,Scotland,Grampian,health_board,S08000020,12,
2020-03-14,Scotland,Grampian,health_board,S08000020,9,
2020-03-13,Scotland,Grampian,health_board,S08000020,11,
2020-03-12,Scotland,Grampian,health_board,S08000020,7,
2020-03-11,Scotland,Grampian,health_board,S08000020,6,
2020-03-10,Scotland,Grampian,health_board,S08000020,6,
2020-03-09,Scotland,Grampian,health_board,S08000020,4,
2020-03-08,Scotland,Grampian,health_board,S08000020,4,
2020-03-07,Scotland,Grampian,health_board,S08000020,3,
2020-03-06,Scotland,Grampian,health_board,S08000020,3,
2020-03-05,Scotland,Grampian,health_board,S08000020,2,
2020-03-04,Scotland,Grampian,health_board,S08000020,1,
2020-03-03,Scotland,Grampian,health_board,S08000020,0,
2020-03-02,Scotland,Grampian,health_board,S08000020,0,
2020-03-01,Scotland,Grampian,health_board,S08000020,0,
2020-02-29,Scotland,Grampian,health_board,S08000020,0,
2020-02-28,Scotland,Grampian,health_board,S08000020,0,
2020-02-27,Scotland,Grampian,health_board,S08000020,0,
2020-02-26,Scotland,Grampian,health_board,S08000020,0,
2020-02-25,Scotland,Grampian,health_board,S08000020,0,
2020-04-04,Scotland,Greater Glasgow and Clyde,health_board,S08000031,851,
2020-04-03,Scotland,Greater Glasgow and Clyde,health_board,S08000031,779,
2020-04-02,Scotland,Greater Glasgow and Clyde,health_board,S08000031,682,
2020-04-01,Scotland,Greater Glasgow and Clyde,health_board,S08000031,632,
2020-03-31,Scotland,Greater Glasgow and Clyde,health_board,S08000031,547,
2020-03-30,Scotland,Greater Glasgow and Clyde,health_board,S08000031,449,
2020-03-29,Scotland,Greater Glasgow and Clyde,health_board,S08000031,401,
2020-03-28,Scotland,Greater Glasgow and Clyde,health_board,S08000031,376,
2020-03-27,Scotland,Greater Glasgow and Clyde,health_board,S08000031,299,
2020-03-26,Scotland,Greater Glasgow and Clyde,health_board,S08000031,258,
2020-03-25,Scotland,Greater Glasgow and Clyde,health_board,S08000031,221,
2020-03-24,Scotland,Greater Glasgow and Clyde,health_board,S08000031,183,
2020-03-23,Scotland,Greater Glasgow and Clyde,health_board,S08000031,152,
2020-03-22,Scotland,Greater Glasgow and Clyde,health_board,S08000031,130,
2020-03-21,Scotland,Greater Glasgow and Clyde,health_board,S08000031,110,
2020-03-20,Scotland,Greater Glasgow and Clyde,health_board,S08000031,91,
2020-03-19,Scotland,Greater Glasgow and Clyde,health_board,S08000031,71,
2020-03-18,Scotland,Greater Glasgow and Clyde,health_board,S08000031,57,
2020-03-17,Scotland,Greater Glasgow and Clyde,health_board,S08000031,49,
2020-03-16,Scotland,Greater Glasgow and Clyde,health_board,S08000031,44,
2020-03-15,Scotland,Greater Glasgow and Clyde,health_board,S08000031,39,
2020-03-14,Scotland,Greater Glasgow and Clyde,health_board,S08000031,31,
2020-03-13,Scotland,Greater Glasgow and Clyde,health_board,S08000031,21,
2020-03-12,Scotland,Greater Glasgow and Clyde,health_board,S08000031,10,
2020-03-11,Scotland,Greater Glasgow and Clyde,health_board,S08000031,5,
2020-03-10,Scotland,Greater Glasgow and Clyde,health_board,S08000031,3,
2020-03-09,Scotland,Greater Glasgow and Clyde,health_board,S08000031,3,
2020-03-08,Scotland,Greater Glasgow and Clyde,health_board,S08000031,3,
2020-03-07,Scotland,Greater Glasgow and Clyde,health_board,S08000031,1,
2020-03-06,Scotland,Greater Glasgow and Clyde,health_board,S08000031,1,
2020-03-05,Scotland,Greater Glasgow and Clyde,health_board,S08000031,1,
2020-03-04,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-03-03,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-03-02,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-03-01,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-02-29,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-02-28,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-02-27,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-02-26,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-02-25,Scotland,Greater Glasgow and Clyde,health_board,S08000031,0,
2020-04-04,Scotland,Highland,health_board,S08000022,85,
2020-04-03,Scotland,Highland,health_board,S08000022,72,
2020-04-02,Scotland,Highland,health_board,S08000022,65,
2020-04-01,Scotland,Highland,health_board,S08000022,58,
2020-03-31,Scotland,Highland,health_board,S08000022,51,
2020-03-30,Scotland,Highland,health_board,S08000022,44,
2020-03-29,Scotland,Highland,health_board,S08000022,42,
2020-03-28,Scotland,Highland,health_board,S08000022,36,
2020-03-27,Scotland,Highland,health_board,S08000022,33,
2020-03-26,Scotland,Highland,health_board,S08000022,29,
2020-03-25,Scotland,Highland,health_board,S08000022,22,
2020-03-24,Scotland,Highland,health_board,S08000022,13,
2020-03-23,Scotland,Highland,health_board,S08000022,12,
2020-03-22,Scotland,Highland,health_board,S08000022,8,
2020-03-21,Scotland,Highland,health_board,S08000022,8,
2020-03-20,Scotland,Highland,health_board,S08000022,6,
2020-03-19,Scotland,Highland,health_board,S08000022,6,
2020-03-18,Scotland,Highland,health_board,S08000022,5,
2020-03-17,Scotland,Highland,health_board,S08000022,5,
2020-03-16,Scotland,Highland,health_board,S08000022,2,
2020-03-15,Scotland,Highland,health_board,S08000022,2,
2020-03-14,Scotland,Highland,health_board,S08000022,1,
2020-03-13,Scotland,Highland,health_board,S08000022,0,
2020-03-12,Scotland,Highland,health_board,S08000022,0,
2020-03-11,Scotland,Highland,health_board,S08000022,0,
2020-03-10,Scotland,Highland,health_board,S08000022,0,
2020-03-09,Scotland,Highland,health_board,S08000022,0,
2020-03-08,Scotland,Highland,health_board,S08000022,0,
2020-03-07,Scotland,Highland,health_board,S08000022,0,
2020-03-06,Scotland,Highland,health_board,S08000022,0,
2020-03-05,Scotland,Highland,health_board,S08000022,0,
2020-03-04,Scotland,Highland,health_board,S08000022,0,
2020-03-03,Scotland,Highland,health_board,S08000022,0,
2020-03-02,Scotland,Highland,health_board,S08000022,0,
2020-03-01,Scotland,Highland,health_board,S08000022,0,
2020-02-29,Scotland,Highland,health_board,S08000022,0,
2020-02-28,Scotland,Highland,health_board,S08000022,0,
2020-02-27,Scotland,Highland,health_board,S08000022,0,
2020-02-26,Scotland,Highland,health_board,S08000022,0,
2020-02-25,Scotland,Highland,health_board,S08000022,0,
2020-04-04,Scotland,Lanarkshire,health_board,S08000032,427,
2020-04-03,Scotland,Lanarkshire,health_board,S08000032,377,
2020-04-02,Scotland,Lanarkshire,health_board,S08000032,320,
2020-04-01,Scotland,Lanarkshire,health_board,S08000032,284,
2020-03-31,Scotland,Lanarkshire,health_board,S08000032,244,
2020-03-30,Scotland,Lanarkshire,health_board,S08000032,197,
2020-03-29,Scotland,Lanarkshire,health_board,S08000032,184,
2020-03-28,Scotland,Lanarkshire,health_board,S08000032,165,
2020-03-27,Scotland,Lanarkshire,health_board,S08000032,140,
2020-03-26,Scotland,Lanarkshire,health_board,S08000032,114,
2020-03-25,Scotland,Lanarkshire,health_board,S08000032,87,
2020-03-24,Scotland,Lanarkshire,health_board,S08000032,75,
2020-03-23,Scotland,Lanarkshire,health_board,S08000032,58,
2020-03-22,Scotland,Lanarkshire,health_board,S08000032,49,
2020-03-21,Scotland,Lanarkshire,health_board,S08000032,49,
2020-03-20,Scotland,Lanarkshire,health_board,S08000032,41,
2020-03-19,Scotland,Lanarkshire,health_board,S08000032,33,
2020-03-18,Scotland,Lanarkshire,health_board,S08000032,25,
2020-03-17,Scotland,Lanarkshire,health_board,S08000032,21,
2020-03-16,Scotland,Lanarkshire,health_board,S08000032,20,
2020-03-15,Scotland,Lanarkshire,health_board,S08000032,16,
2020-03-14,Scotland,Lanarkshire,health_board,S08000032,10,
2020-03-13,Scotland,Lanarkshire,health_board,S08000032,7,
2020-03-12,Scotland,Lanarkshire,health_board,S08000032,7,
2020-03-11,Scotland,Lanarkshire,health_board,S08000032,4,
2020-03-10,Scotland,Lanarkshire,health_board,S08000032,3,
2020-03-09,Scotland,Lanarkshire,health_board,S08000032,3,
2020-03-08,Scotland,Lanarkshire,health_board,S08000032,2,
2020-03-07,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-06,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-05,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-04,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-03,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-02,Scotland,Lanarkshire,health_board,S08000032,0,
2020-03-01,Scotland,Lanarkshire,health_board,S08000032,0,
2020-02-29,Scotland,Lanarkshire,health_board,S08000032,0,
2020-02-28,Scotland,Lanarkshire,health_board,S08000032,0,
2020-02-27,Scotland,Lanarkshire,health_board,S08000032,0,
2020-02-26,Scotland,Lanarkshire,health_board,S08000032,0,
