date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-03-17,Aragón,,autonomous_community,AR,,13,81,9
2020-03-16,Aragón,,autonomous_community,AR,,12,74,9
2020-03-15,Aragón,,autonomous_community,AR,,11,64,7
2020-03-14,Aragón,,autonomous_community,AR,,7,59,5
2020-03-13,Aragón,,autonomous_community,AR,,7,42,5
2020-03-12,Aragón,,autonomous_community,AR,,7,30,3
2020-03-11,Aragón,,autonomous_community,AR,,6,28,3
2020-03-10,Aragón,,autonomous_community,AR,,4,22,3
2020-03-09,Aragón,,autonomous_community,AR,,4,,3
2020-03-08,Aragón,,autonomous_community,AR,,3,,3
2020-03-07,Aragón,,autonomous_community,AR,,,,
2020-03-06,Aragón,,autonomous_community,AR,,,,
2020-03-05,Aragón,,autonomous_community,AR,,,,
2020-03-04,Aragón,,autonomous_community,AR,,,,
2020-03-03,Aragón,,autonomous_community,AR,,,,
2020-03-02,Aragón,,autonomous_community,AR,,,,
2020-03-01,Aragón,,autonomous_community,AR,,,,
2020-02-29,Aragón,,autonomous_community,AR,,,,
2020-02-28,Aragón,,autonomous_community,AR,,,,
2020-02-27,Aragón,,autonomous_community,AR,,,,
2020-02-26,Aragón,,autonomous_community,AR,,,,
2020-02-25,Aragón,,autonomous_community,AR,,,,
2020-02-24,Aragón,,autonomous_community,AR,,,,
2020-02-23,Aragón,,autonomous_community,AR,,,,
2020-02-22,Aragón,,autonomous_community,AR,,,,
2020-02-21,Aragón,,autonomous_community,AR,,,,
2020-02-20,Aragón,,autonomous_community,AR,,,,
