date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-04-09,Cataluña,,autonomous_community,CT,,2787,17780,1966
2020-04-08,Cataluña,,autonomous_community,CT,,2667,16970,1946
2020-04-07,Cataluña,,autonomous_community,CT,,2462,16235,1829
2020-04-06,Cataluña,,autonomous_community,CT,,2329,15643,1740
2020-04-05,Cataluña,,autonomous_community,CT,,2167,15258,1685
2020-04-04,Cataluña,,autonomous_community,CT,,2053,14798,1653
2020-04-03,Cataluña,,autonomous_community,CT,,1928,14251,1569
2020-04-02,Cataluña,,autonomous_community,CT,,1784,13101,1482
2020-04-01,Cataluña,,autonomous_community,CT,,1629,12398,1415
2020-03-31,Cataluña,,autonomous_community,CT,,1458,11446,1345
2020-03-30,Cataluña,,autonomous_community,CT,,1216,9925,1218
2020-03-29,Cataluña,,autonomous_community,CT,,983,9126,1150
2020-03-28,Cataluña,,autonomous_community,CT,,904,8447,1080
2020-03-27,Cataluña,,autonomous_community,CT,,827,7954,1036
2020-03-26,Cataluña,,autonomous_community,CT,,685,6714,972
2020-03-25,Cataluña,,autonomous_community,CT,,501,5371,764
2020-03-24,Cataluña,,autonomous_community,CT,,385,4349,713
2020-03-23,Cataluña,,autonomous_community,CT,,293,3209,471
2020-03-22,Cataluña,,autonomous_community,CT,,199,2158,308
2020-03-21,Cataluña,,autonomous_community,CT,,182,1917,290
2020-03-20,Cataluña,,autonomous_community,CT,,143,1681,271
2020-03-19,Cataluña,,autonomous_community,CT,,93,994,175
2020-03-18,Cataluña,,autonomous_community,CT,,53,825,118
2020-03-17,Cataluña,,autonomous_community,CT,,33,679,101
2020-03-16,Cataluña,,autonomous_community,CT,,23,525,73
2020-03-15,Cataluña,,autonomous_community,CT,,20,375,52
2020-03-14,Cataluña,,autonomous_community,CT,,15,287,40
2020-03-13,Cataluña,,autonomous_community,CT,,13,200,29
2020-03-12,Cataluña,,autonomous_community,CT,,9,137,22
2020-03-11,Cataluña,,autonomous_community,CT,,6,74,16
2020-03-10,Cataluña,,autonomous_community,CT,,3,50,8
2020-03-09,Cataluña,,autonomous_community,CT,,2,31,7
2020-03-08,Cataluña,,autonomous_community,CT,,2,16,5
2020-03-07,Cataluña,,autonomous_community,CT,,,,
2020-03-06,Cataluña,,autonomous_community,CT,,,,
2020-03-05,Cataluña,,autonomous_community,CT,,,,
2020-03-04,Cataluña,,autonomous_community,CT,,,,
2020-03-03,Cataluña,,autonomous_community,CT,,,,
2020-03-02,Cataluña,,autonomous_community,CT,,,,
2020-03-01,Cataluña,,autonomous_community,CT,,,,
2020-02-29,Cataluña,,autonomous_community,CT,,,,
2020-02-28,Cataluña,,autonomous_community,CT,,,,
2020-02-27,Cataluña,,autonomous_community,CT,,,,
2020-02-26,Cataluña,,autonomous_community,CT,,,,
2020-02-25,Cataluña,,autonomous_community,CT,,,,
2020-02-24,Cataluña,,autonomous_community,CT,,,,
2020-02-23,Cataluña,,autonomous_community,CT,,,,
2020-02-22,Cataluña,,autonomous_community,CT,,,,
2020-02-21,Cataluña,,autonomous_community,CT,,,,
2020-02-20,Cataluña,,autonomous_community,CT,,,,
