date,region,city,place_type,iso,cases,deaths,hospitalized,critical,recovered
2020-04-02,Islas Baleares,,autonomous_community,IB,1257,69,587,112,375
2020-04-01,Islas Baleares,,autonomous_community,IB,1204,58,517,105,239
2020-03-31,Islas Baleares,,autonomous_community,IB,1131,46,468,95,170
2020-03-30,Islas Baleares,,autonomous_community,IB,1069,42,399,85,111
2020-03-29,Islas Baleares,,autonomous_community,IB,1000,37,353,80,100
2020-03-28,Islas Baleares,,autonomous_community,IB,958,29,345,71,82
2020-03-27,Islas Baleares,,autonomous_community,IB,862,26,283,59,80
2020-03-26,Islas Baleares,,autonomous_community,IB,755,22,237,46,67
2020-03-25,Islas Baleares,,autonomous_community,IB,660,17,205,43,39
2020-03-24,Islas Baleares,,autonomous_community,IB,562,13,164,40,28
2020-03-23,Islas Baleares,,autonomous_community,IB,478,10,127,35,19
2020-03-22,Islas Baleares,,autonomous_community,IB,400,10,87,27,18
2020-03-21,Islas Baleares,,autonomous_community,IB,331,4,79,14,17
2020-03-20,Islas Baleares,,autonomous_community,IB,246,4,60,14,11
2020-03-19,Islas Baleares,,autonomous_community,IB,203,2,48,10,10
2020-03-18,Islas Baleares,,autonomous_community,IB,169,2,31,7,6
2020-03-17,Islas Baleares,,autonomous_community,IB,112,1,29,4,4
2020-03-16,Islas Baleares,,autonomous_community,IB,92,1,26,4,1
2020-03-15,Islas Baleares,,autonomous_community,IB,73,1,21,4,1
2020-03-14,Islas Baleares,,autonomous_community,IB,42,1,9,2,1
2020-03-13,Islas Baleares,,autonomous_community,IB,28,1,9,2,1
2020-03-12,Islas Baleares,,autonomous_community,IB,28,1,9,2,1
2020-03-11,Islas Baleares,,autonomous_community,IB,22,1,8,2,1
2020-03-10,Islas Baleares,,autonomous_community,IB,16,0,8,1,1
2020-03-09,Islas Baleares,,autonomous_community,IB,13,0,,1,3
2020-03-08,Islas Baleares,,autonomous_community,IB,11,0,,1,2
2020-03-07,Islas Baleares,,autonomous_community,IB,8,,,,
2020-03-06,Islas Baleares,,autonomous_community,IB,6,,,,
2020-03-05,Islas Baleares,,autonomous_community,IB,6,,,,
2020-03-04,Islas Baleares,,autonomous_community,IB,6,,,,
2020-03-03,Islas Baleares,,autonomous_community,IB,5,,,,
2020-03-02,Islas Baleares,,autonomous_community,IB,2,,,,
2020-03-01,Islas Baleares,,autonomous_community,IB,2,,,,
2020-02-29,Islas Baleares,,autonomous_community,IB,2,,,,
2020-02-28,Islas Baleares,,autonomous_community,IB,2,,,,
2020-02-27,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-26,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-25,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-24,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-23,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-22,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-21,Islas Baleares,,autonomous_community,IB,1,,,,
2020-02-20,Islas Baleares,,autonomous_community,IB,1,,,,
