date,region,city,place_type,iso,cases,deaths,hospitalized,critical,recovered
2020-03-25,Castilla La Mancha,,autonomous_community,CM,,316,2162,243,95
2020-03-24,Castilla La Mancha,,autonomous_community,CM,,263,2162,210,71
2020-03-23,Castilla La Mancha,,autonomous_community,CM,,216,1826,182,53
2020-03-22,Castilla La Mancha,,autonomous_community,CM,,145,1547,142,51
2020-03-21,Castilla La Mancha,,autonomous_community,CM,,112,838,76,48
2020-03-20,Castilla La Mancha,,autonomous_community,CM,,84,635,65,38
2020-03-19,Castilla La Mancha,,autonomous_community,CM,,42,313,37,27
2020-03-18,Castilla La Mancha,,autonomous_community,CM,,42,313,37,27
2020-03-17,Castilla La Mancha,,autonomous_community,CM,,28,277,29,15
2020-03-16,Castilla La Mancha,,autonomous_community,CM,,17,207,23,12
2020-03-15,Castilla La Mancha,,autonomous_community,CM,,17,207,23,12
2020-03-14,Castilla La Mancha,,autonomous_community,CM,,10,78,10,5
2020-03-13,Castilla La Mancha,,autonomous_community,CM,,6,78,10,5
2020-03-12,Castilla La Mancha,,autonomous_community,CM,,5,78,10,1
2020-03-11,Castilla La Mancha,,autonomous_community,CM,,1,39,9,2
2020-03-10,Castilla La Mancha,,autonomous_community,CM,,0,0,5,2
2020-03-09,Castilla La Mancha,,autonomous_community,CM,,0,,3,2
2020-03-08,Castilla La Mancha,,autonomous_community,CM,,0,,2,2
2020-03-07,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-06,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-05,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-04,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-03,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-02,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-03-01,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-29,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-28,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-27,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-26,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-25,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-24,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-23,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-22,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-21,Castilla La Mancha,,autonomous_community,CM,,,,,
2020-02-20,Castilla La Mancha,,autonomous_community,CM,,,,,
