date,region,city,place_type,iso,cases,deaths,hospitalized,critical
2020-04-12,Principado de Asturias,,autonomous_community,AS,2084,157,884,105
2020-04-11,Principado de Asturias,,autonomous_community,AS,2030,150,863,102
2020-04-10,Principado de Asturias,,autonomous_community,AS,1943,134,831,101
2020-04-09,Principado de Asturias,,autonomous_community,AS,1889,129,797,100
2020-04-08,Principado de Asturias,,autonomous_community,AS,1831,113,775,100
2020-04-07,Principado de Asturias,,autonomous_community,AS,1751,107,747,97
2020-04-06,Principado de Asturias,,autonomous_community,AS,1718,101,727,96
2020-04-05,Principado de Asturias,,autonomous_community,AS,1695,93,695,94
2020-04-04,Principado de Asturias,,autonomous_community,AS,1640,87,674,93
2020-04-03,Principado de Asturias,,autonomous_community,AS,1585,83,657,91
2020-04-02,Principado de Asturias,,autonomous_community,AS,,80,634,88
2020-04-01,Principado de Asturias,,autonomous_community,AS,,76,602,84
2020-03-31,Principado de Asturias,,autonomous_community,AS,,75,554,79
2020-03-30,Principado de Asturias,,autonomous_community,AS,,66,529,71
2020-03-29,Principado de Asturias,,autonomous_community,AS,,59,491,67
2020-03-28,Principado de Asturias,,autonomous_community,AS,,47,452,63
2020-03-27,Principado de Asturias,,autonomous_community,AS,,44,427,59
2020-03-26,Principado de Asturias,,autonomous_community,AS,,39,370,56
2020-03-25,Principado de Asturias,,autonomous_community,AS,,29,322,48
2020-03-24,Principado de Asturias,,autonomous_community,AS,,29,281,39
2020-03-23,Principado de Asturias,,autonomous_community,AS,,26,251,29
2020-03-22,Principado de Asturias,,autonomous_community,AS,,22,210,25
2020-03-21,Principado de Asturias,,autonomous_community,AS,,12,180,22
2020-03-20,Principado de Asturias,,autonomous_community,AS,,7,155,18
2020-03-19,Principado de Asturias,,autonomous_community,AS,,4,129,13
2020-03-18,Principado de Asturias,,autonomous_community,AS,,2,105,11
2020-03-17,Principado de Asturias,,autonomous_community,AS,,2,78,9
2020-03-16,Principado de Asturias,,autonomous_community,AS,,2,57,6
2020-03-15,Principado de Asturias,,autonomous_community,AS,,2,39,3
2020-03-14,Principado de Asturias,,autonomous_community,AS,,2,28,3
2020-03-13,Principado de Asturias,,autonomous_community,AS,,2,24,2
2020-03-12,Principado de Asturias,,autonomous_community,AS,,1,18,2
2020-03-11,Principado de Asturias,,autonomous_community,AS,,0,15,2
2020-03-10,Principado de Asturias,,autonomous_community,AS,,0,13,2
2020-03-09,Principado de Asturias,,autonomous_community,AS,,0,11,1
2020-03-08,Principado de Asturias,,autonomous_community,AS,,0,7,1
2020-03-07,Principado de Asturias,,autonomous_community,AS,,0,4,1
2020-03-06,Principado de Asturias,,autonomous_community,AS,,0,4,1
2020-03-05,Principado de Asturias,,autonomous_community,AS,,0,4,1
2020-03-04,Principado de Asturias,,autonomous_community,AS,,0,1,1
2020-03-03,Principado de Asturias,,autonomous_community,AS,,0,1,1
2020-03-02,Principado de Asturias,,autonomous_community,AS,,0,1,1
2020-03-01,Principado de Asturias,,autonomous_community,AS,,0,0,1
2020-02-29,Principado de Asturias,,autonomous_community,AS,,0,0,1
2020-02-28,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-27,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-26,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-25,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-24,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-23,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-22,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-21,Principado de Asturias,,autonomous_community,AS,,,,
2020-02-20,Principado de Asturias,,autonomous_community,AS,,,,
